loan_id,application_date,age,gender,education,state,urban_rural,employment_type,employment_years,annual_income_inr,loan_type,loan_purpose,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,default_flag
LN0008893,2022-08-03,49,Male,Undergraduate,RJ,Urban,Salaried,0,2834549,Personal_Loan,Business_Expansion,4106156,12,10.82,613,1,0.508,,0,2,1,261421,0
LN0013277,2022-11-12,47,Male,Undergraduate,TS,Rural,Salaried,12,2487068,Home_Loan,Medical,1048248,24,10.68,792,3,0.504,0.92,0,0,3,404788,1
LN0013198,2023-05-02,51,Female,No_Formal,TN,Urban,Business_Owner,12,2690040,Home_Loan,Debt_Consolidation,2286579,36,14.26,595,1,0.485,0.851,1,3,2,89900,1
LN0016128,2022-08-09,63,Male,Graduate,AP,Semi_Urban,Business_Owner,8,1182183,Education_Loan,Vehicle,3481991,24,13.48,834,4,0.167,,0,0,0,476339,0
LN0008199,2023-04-13,28,Male,Diploma,KA,Semi_Urban,Retired,0,1353129,MSME_Loan,Education,1659179,180,12.45,582,4,0.556,,0,3,0,327256,0
LN0016925,2022-06-30,46,Male,No_Formal,UP,Rural,Salaried,4,1467955,Auto_Loan,Debt_Consolidation,839211,24,9.71,572,4,0.472,,0,4,2,258757,1
LN0013448,2022-12-22,34,Female,Diploma,RJ,Rural,Salaried,20,1690739,Education_Loan,Home_Purchase,3585944,84,12.02,554,3,0.211,,0,2,1,258107,0
LN0001500,2023-09-15,64,Male,Post_Graduate,TS,Semi_Urban,Salaried,23,500779,MSME_Loan,Business_Expansion,2267356,84,19.79,636,4,0.146,,0,4,1,380428,0
LN0001428,2023-02-14,39,Male,No_Formal,WB,Rural,Self_Employed,26,2891625,Education_Loan,Medical,2747432,120,13.06,841,2,0.26,,0,1,0,281869,0
LN0009537,2023-03-27,25,Male,Undergraduate,KA,Rural,Government,10,2777669,Gold_Loan,Medical,4090197,24,16.0,793,2,0.389,,0,0,1,31882,0
LN0000912,2022-09-14,47,Female,No_Formal,RJ,Rural,Salaried,1,2929114,Home_Loan,Business_Expansion,4406726,180,12.37,682,1,0.167,0.605,0,5,0,189243,0
LN0015606,2023-06-11,27,Male,Diploma,DL,Rural,Government,26,1533442,Gold_Loan,Education,503501,240,10.33,555,0,0.551,,0,6,2,199506,1
LN0002838,2022-12-02,55,Male,Diploma,TN,Rural,Salaried,14,747659,Personal_Loan,Education,3258255,240,15.69,575,1,0.083,,0,8,1,49182,0
LN0016433,2023-06-09,30,Male,Post_Graduate,KA,Urban,Salaried,4,1675249,Education_Loan,Business_Expansion,1994320,240,18.93,803,3,0.272,,0,2,0,458375,0
LN0007868,2023-08-21,62,Male,No_Formal,DL,Semi_Urban,Salaried,2,2206205,MSME_Loan,Business_Expansion,4082842,48,14.3,852,1,0.235,,0,1,0,324521,0
LN0000260,2023-06-20,59,Female,Undergraduate,KA,Semi_Urban,Business_Owner,14,2311789,Personal_Loan,Debt_Consolidation,2221302,60,7.82,777,1,0.353,,0,3,1,396953,0
LN0012080,2022-09-19,37,Female,No_Formal,UP,Urban,Self_Employed,22,2671216,Gold_Loan,Debt_Consolidation,1186668,24,14.66,810,1,0.231,,0,2,2,395610,0
LN0003800,2023-03-12,61,Male,No_Formal,GJ,Rural,Salaried,23,2577811,MSME_Loan,Business_Expansion,912751,24,15.03,836,1,0.547,,0,1,0,74254,0
LN0006455,2023-11-05,62,Male,Diploma,DL,Semi_Urban,Self_Employed,8,2627729,Home_Loan,Debt_Consolidation,1324707,12,16.09,874,3,0.195,0.933,0,4,1,460623,1
LN0001671,2022-10-29,61,Female,Undergraduate,MH,Semi_Urban,Government,26,716637,Home_Loan,Education,2586046,60,12.76,584,1,0.272,0.906,1,7,1,245782,1
LN0002638,2023-01-31,36,Male,No_Formal,DL,Rural,Salaried,19,1556919,MSME_Loan,Education,3434776,48,19.79,771,1,0.327,,0,7,4,275227,1
LN0016224,2022-02-26,47,Male,Undergraduate,RJ,Urban,Business_Owner,29,2498164,Education_Loan,Business_Expansion,2162893,24,16.75,573,3,0.47,,0,3,0,435739,0
LN0008741,2023-04-03,48,Male,No_Formal,KA,Rural,Government,9,404758,Auto_Loan,Other,4438926,60,14.99,619,4,0.595,,0,2,0,8129,0
LN0012247,2022-01-29,61,Male,No_Formal,TS,Semi_Urban,Salaried,19,2306940,Gold_Loan,Home_Purchase,2041395,120,11.74,648,3,0.37,,1,8,2,148742,0
LN0002116,2023-03-29,43,Male,Undergraduate,TS,Semi_Urban,Retired,2,2877940,Gold_Loan,Home_Purchase,272573,120,8.76,809,0,0.511,,0,8,0,251092,0
LN0017048,2022-09-06,27,Male,Undergraduate,AP,Semi_Urban,Government,24,2078900,Education_Loan,Vehicle,1148508,240,9.1,690,1,0.632,,0,4,4,198718,1
LN0007555,2022-04-09,64,Male,Undergraduate,WB,Semi_Urban,Salaried,11,1152897,Auto_Loan,Home_Purchase,2100363,120,15.62,745,3,0.389,,1,7,2,281367,0
LN0013727,2023-06-13,40,Male,Graduate,GJ,Rural,Business_Owner,7,1370412,Gold_Loan,Home_Purchase,971769,48,21.28,610,2,0.059,,1,5,0,225726,0
LN0008109,2022-01-15,33,Male,No_Formal,MH,Rural,Salaried,22,799467,Home_Loan,Vehicle,773009,36,14.96,754,3,0.451,0.702,1,5,0,485086,0
LN0013934,2023-01-01,55,Male,Diploma,AP,Rural,Salaried,0,1800682,Auto_Loan,Other,3979689,180,12.87,604,4,0.41,,0,3,3,336854,1
LN0013858,2022-02-22,46,Male,No_Formal,KA,Rural,Salaried,29,2016477,MSME_Loan,Business_Expansion,268016,120,16.11,776,2,0.209,,0,1,3,467157,1
LN0004337,2023-06-04,31,Male,No_Formal,AP,Urban,Self_Employed,22,382341,MSME_Loan,Vehicle,4823847,24,18.25,843,1,0.64,,0,0,0,303991,0
LN0014862,2023-03-17,21,Male,Diploma,UP,Rural,Self_Employed,25,829530,Home_Loan,Education,1686920,180,17.95,885,0,0.292,0.572,1,0,1,180355,0
LN0010578,2023-09-27,47,Female,Post_Graduate,DL,Semi_Urban,Business_Owner,26,792885,Education_Loan,Medical,4889725,48,9.75,753,3,0.054,,0,0,3,131484,1
LN0010606,2023-05-25,55,Male,Diploma,GJ,Rural,Business_Owner,24,1150394,MSME_Loan,Education,3706222,240,18.4,585,3,0.277,,0,2,0,161511,0
LN0000076,2023-07-18,37,Male,Post_Graduate,UP,Rural,Government,19,2117843,MSME_Loan,Business_Expansion,266916,24,8.96,733,2,0.187,,0,6,1,146105,0
LN0009096,2023-02-09,23,Male,No_Formal,RJ,Rural,Salaried,14,2161371,Home_Loan,Medical,1974044,84,14.46,873,1,0.121,0.561,0,0,1,33253,0
LN0016854,2023-05-20,65,Male,Diploma,KA,Rural,Business_Owner,17,503175,Gold_Loan,Education,3963032,36,12.03,842,3,0.316,,1,6,2,65801,1
LN0011974,2022-10-03,55,Male,Diploma,DL,Semi_Urban,Self_Employed,3,1773727,MSME_Loan,Medical,89303,24,18.94,746,2,0.272,,0,7,0,350742,0
LN0011379,2022-05-01,49,Male,Diploma,KA,Semi_Urban,Self_Employed,13,1455911,Personal_Loan,Home_Purchase,1448443,12,19.93,608,1,0.141,,0,8,0,329352,0
LN0003903,2023-02-18,51,Male,Graduate,UP,Urban,Salaried,25,1295445,Gold_Loan,Debt_Consolidation,3508088,12,21.53,870,1,0.616,,1,5,0,251257,0
LN0017877,2022-08-13,28,Male,No_Formal,GJ,Semi_Urban,Business_Owner,14,744678,Home_Loan,Business_Expansion,2523639,48,12.85,810,1,0.449,0.864,1,1,0,408202,0
LN0015006,2023-07-18,35,Male,Undergraduate,KA,Semi_Urban,Government,3,1692463,Auto_Loan,Medical,4214689,48,13.17,836,4,0.104,,0,4,0,484859,0
LN0005944,2023-09-24,26,Female,Post_Graduate,RJ,Rural,Self_Employed,29,1396546,MSME_Loan,Business_Expansion,2337389,180,18.24,637,4,0.389,,0,7,0,93842,0
LN0006679,2022-06-07,31,Male,Undergraduate,UP,Urban,Self_Employed,24,2707599,MSME_Loan,Business_Expansion,3218317,120,12.41,709,1,0.52,,0,5,5,176689,1
LN0010376,2023-08-13,33,Female,Diploma,UP,Rural,Salaried,14,1118186,Auto_Loan,Debt_Consolidation,4959185,180,13.24,643,4,0.418,,0,5,2,262459,0
LN0003705,2023-05-01,45,Female,Post_Graduate,DL,Rural,Self_Employed,0,1027137,MSME_Loan,Home_Purchase,4765959,60,14.6,585,4,0.07,,0,7,0,154056,0
LN0014343,2022-09-25,40,Male,Undergraduate,KA,Urban,Self_Employed,14,2646346,Gold_Loan,Business_Expansion,1094818,60,20.16,823,1,0.459,,0,5,0,111163,0
LN0000053,2022-01-05,53,Male,Graduate,RJ,Semi_Urban,Government,22,1980261,Gold_Loan,Medical,2929023,84,15.63,702,1,0.172,,0,3,1,347512,0
LN0016626,2023-06-21,52,Female,Post_Graduate,WB,Semi_Urban,Self_Employed,7,618260,Gold_Loan,Other,1720108,48,11.58,670,0,0.612,,0,3,0,256460,0
LN0010843,2022-03-25,42,Male,Diploma,GJ,Urban,Government,1,1806171,MSME_Loan,Vehicle,2982315,60,13.67,707,0,0.571,,0,7,1,55527,1
LN0014627,2022-10-04,26,Female,Diploma,WB,Semi_Urban,Salaried,1,2864366,Gold_Loan,Other,1851512,180,18.59,736,3,0.222,,1,4,0,341445,0
LN0001548,2023-01-08,59,Male,Diploma,MH,Urban,Government,30,1312805,Personal_Loan,Medical,2985618,120,17.12,831,3,0.184,,0,5,0,286195,0
LN0016302,2023-03-13,42,Male,Undergraduate,MH,Rural,Salaried,20,1315711,Auto_Loan,Vehicle,3007503,60,8.43,589,1,0.402,,0,6,4,384976,1
LN0008050,2023-06-08,39,Male,No_Formal,DL,Urban,Business_Owner,28,2408693,Auto_Loan,Other,640461,84,8.71,619,1,0.444,,1,3,0,63496,0
LN0009580,2023-07-22,43,Male,No_Formal,AP,Semi_Urban,Salaried,0,1463735,Home_Loan,Medical,849853,84,8.77,868,1,0.496,0.462,1,6,0,277214,0
LN0013510,2022-09-19,39,Male,Undergraduate,AP,Rural,Self_Employed,17,658465,Education_Loan,Debt_Consolidation,732912,84,8.75,614,4,0.442,,0,7,4,323476,1
LN0008252,2022-03-10,29,Male,Diploma,TS,Semi_Urban,Salaried,3,1961018,Gold_Loan,Business_Expansion,3458324,12,17.81,688,1,0.124,,1,6,0,80615,0
LN0003434,2023-07-16,47,Male,No_Formal,UP,Urban,Business_Owner,12,1317284,Personal_Loan,Vehicle,500170,240,15.76,563,0,0.236,,0,5,1,115533,0
LN0002508,2023-09-23,30,Male,Graduate,WB,Semi_Urban,Salaried,9,924633,Home_Loan,Education,4129483,48,18.1,688,0,0.305,0.761,0,0,2,290109,1
LN0008969,2022-02-23,51,Male,Graduate,AP,Semi_Urban,Retired,4,557119,Education_Loan,Business_Expansion,1446730,48,11.7,722,2,0.459,,0,1,0,413777,0
LN0008116,2023-07-29,55,Female,Undergraduate,AP,Semi_Urban,Self_Employed,17,2907496,Personal_Loan,Business_Expansion,4855066,84,13.83,639,3,0.268,,0,4,2,400486,1
LN0016593,2023-10-01,57,Female,Post_Graduate,TS,Urban,Salaried,26,344951,MSME_Loan,Business_Expansion,307861,48,18.57,802,4,0.39,,0,6,0,476500,0
LN0009258,2023-01-31,62,Female,Undergraduate,AP,Urban,Salaried,0,1842503,Education_Loan,Education,3878824,120,16.21,692,3,0.107,,0,1,0,419917,0
LN0008909,2023-09-10,37,Male,Graduate,GJ,Urban,Salaried,0,2695265,Gold_Loan,Education,4701415,60,9.99,838,0,0.39,,0,4,0,178228,0
LN0002142,2023-07-09,61,Male,Diploma,RJ,Rural,Self_Employed,21,2338551,MSME_Loan,Education,316977,180,19.01,633,3,0.355,,0,3,0,5013,1
LN0010282,2022-07-29,57,Male,Diploma,GJ,Semi_Urban,Self_Employed,12,507036,Gold_Loan,Business_Expansion,3094761,180,21.77,645,0,0.183,,0,5,2,425118,0
LN0005461,2022-12-01,37,Male,Graduate,GJ,Semi_Urban,Self_Employed,15,1404657,Gold_Loan,Education,1654880,84,8.59,566,1,0.536,,1,1,3,137741,1
LN0004884,2023-03-23,40,Female,Diploma,KA,Rural,Salaried,11,293530,Home_Loan,Education,1980255,240,15.44,831,1,0.365,0.859,0,1,0,187360,0
LN0004086,2022-06-08,43,Female,Diploma,AP,Semi_Urban,Business_Owner,30,1878865,Education_Loan,Medical,1625188,120,13.94,639,1,0.418,,0,7,3,179568,1
LN0007244,2023-06-25,34,Male,Graduate,KA,Semi_Urban,Retired,5,2870206,MSME_Loan,Other,3540990,12,18.47,680,4,0.638,,0,7,1,466782,1
LN0013937,2022-10-31,53,Male,Undergraduate,AP,Urban,Salaried,6,1206559,MSME_Loan,Business_Expansion,398347,24,8.38,640,1,0.399,,0,7,0,93813,0
LN0008098,2023-04-30,63,Male,No_Formal,AP,Rural,Government,19,1382024,Home_Loan,Vehicle,4678998,12,20.39,799,2,0.555,0.744,0,8,3,241181,1
LN0002237,2023-10-31,51,Male,Graduate,MH,Urban,Salaried,29,2651251,Home_Loan,Vehicle,467259,60,13.72,900,3,0.321,0.702,1,1,0,276800,0
LN0001255,2023-06-11,33,Male,No_Formal,DL,Rural,Salaried,25,2146612,Gold_Loan,Home_Purchase,3841763,48,21.53,718,1,0.456,,1,2,1,74143,0
LN0010213,2023-01-11,31,Male,Graduate,UP,Rural,Self_Employed,2,2350708,Personal_Loan,Medical,3091545,240,12.07,632,0,0.209,,0,2,0,240638,0
LN0012225,2023-01-27,58,Male,No_Formal,GJ,Rural,Salaried,27,1309169,Auto_Loan,Medical,2403732,24,13.57,668,0,0.213,,1,3,1,132135,0
LN0008810,2022-03-20,49,Male,Post_Graduate,AP,Urban,Self_Employed,16,1107073,MSME_Loan,Home_Purchase,359067,84,13.38,868,1,0.061,,0,2,1,352826,0
LN0011145,2023-09-10,30,Male,Graduate,UP,Rural,Self_Employed,16,1894439,Auto_Loan,Other,3715739,120,12.34,887,0,0.092,,1,5,1,97106,0
LN0011295,2023-07-13,47,Male,Post_Graduate,MH,Urban,Business_Owner,10,1453656,Auto_Loan,Vehicle,3204371,36,20.83,859,2,0.152,,1,3,0,164777,0
LN0014969,2022-01-23,27,Male,No_Formal,AP,Rural,Salaried,8,1341359,Home_Loan,Medical,3340420,48,12.14,734,3,0.392,0.548,1,1,0,471728,0
LN0016722,2023-11-30,54,Male,Undergraduate,GJ,Urban,Government,1,2356710,MSME_Loan,Other,1896598,60,15.21,766,2,0.621,,0,4,2,170351,1
LN0007043,2022-12-28,32,Male,Diploma,TN,Urban,Self_Employed,13,1235183,MSME_Loan,Education,305861,12,10.59,864,0,0.471,,0,4,0,271551,0
LN0002676,2023-09-26,32,Male,Diploma,KA,Urban,Government,2,1465009,Auto_Loan,Medical,1385731,48,13.53,844,3,0.513,,1,2,1,83268,0
LN0005538,2022-08-07,28,Male,Diploma,TS,Urban,Salaried,24,2945013,MSME_Loan,Vehicle,4331561,36,14.31,722,0,0.532,,0,3,3,180096,1
LN0004527,2022-04-13,40,Male,Graduate,TN,Rural,Salaried,0,833452,Auto_Loan,Home_Purchase,4820471,60,21.01,715,2,0.49,,0,3,1,332446,0
LN0007508,2023-10-23,60,Male,Post_Graduate,GJ,Rural,Government,12,2794569,Personal_Loan,Other,1344719,12,21.18,787,1,0.386,,0,7,0,104916,0
LN0017613,2022-01-04,33,Female,Diploma,TS,Semi_Urban,Salaried,30,2901337,Gold_Loan,Home_Purchase,2443244,60,7.98,635,1,0.208,,0,8,1,137042,1
LN0000954,2023-02-14,46,Male,Post_Graduate,WB,Rural,Salaried,12,672059,MSME_Loan,Vehicle,3807291,12,16.24,598,0,0.621,,0,7,1,363038,0
LN0012464,2022-05-16,36,Male,No_Formal,WB,Semi_Urban,Self_Employed,30,1084567,Auto_Loan,Home_Purchase,3883135,12,12.33,847,4,0.094,,1,5,0,221909,0
LN0009414,2022-10-20,24,Male,No_Formal,RJ,Rural,Salaried,5,361150,Personal_Loan,Vehicle,3397486,36,19.63,731,2,0.515,,0,1,1,168460,0
LN0017538,2022-11-28,46,Female,Post_Graduate,MH,Rural,Government,9,2246792,Gold_Loan,Business_Expansion,1146405,84,17.58,833,1,0.306,,1,3,1,175157,0
LN0009329,2022-06-04,59,Female,Diploma,AP,Rural,Salaried,20,2652822,Auto_Loan,Home_Purchase,2734173,240,20.18,793,3,0.458,,0,4,1,115740,0
LN0000043,2022-11-11,41,Male,Diploma,WB,Semi_Urban,Business_Owner,29,1507321,Personal_Loan,Vehicle,2815907,240,10.13,818,3,0.328,,0,7,1,219791,1
LN0008674,2022-06-22,40,Female,Graduate,MH,Urban,Salaried,13,1656591,Gold_Loan,Debt_Consolidation,891144,36,21.06,886,2,0.595,,1,8,0,138601,0
LN0011014,2023-11-09,23,Male,Graduate,AP,Semi_Urban,Salaried,18,2815880,Personal_Loan,Medical,2324178,84,18.03,590,0,0.645,,0,0,0,473061,0
LN0001130,2023-11-09,37,Male,Post_Graduate,DL,Urban,Self_Employed,0,866102,Gold_Loan,Medical,3893855,24,8.36,586,0,0.372,,1,6,0,319065,0
LN0003131,2022-11-18,43,Female,Diploma,DL,Semi_Urban,Salaried,24,2282404,Gold_Loan,Business_Expansion,2544972,36,21.75,577,2,0.19,,1,4,3,86185,0
LN0000576,2023-03-14,48,Female,Post_Graduate,TS,Semi_Urban,Salaried,8,2530260,Education_Loan,Education,4168016,180,19.48,643,2,0.326,,0,8,0,446230,0
LN0000488,2022-10-28,27,Male,Graduate,TN,Urban,Retired,4,1944512,Home_Loan,Vehicle,2387294,120,8.72,755,2,0.596,0.868,1,7,0,255230,0
LN0008661,2023-06-24,60,Male,Undergraduate,TN,Urban,Salaried,7,2577900,Auto_Loan,Education,3874619,48,18.16,789,0,0.591,,1,3,1,293444,0
LN0013703,2023-08-23,45,Female,No_Formal,KA,Rural,Government,17,2456671,Personal_Loan,Other,1960529,240,18.46,815,4,0.274,,0,6,0,218736,0
LN0011224,2023-10-18,35,Male,Diploma,TS,Semi_Urban,Self_Employed,17,1832468,Personal_Loan,Other,1345522,60,10.14,635,0,0.383,,0,6,0,330147,0
LN0012171,2023-08-10,41,Female,No_Formal,GJ,Semi_Urban,Salaried,25,2422780,MSME_Loan,Education,359296,24,13.93,842,2,0.341,,0,6,0,54150,0
LN0007442,2023-01-21,54,Male,Undergraduate,TN,Urban,Salaried,26,2596924,Gold_Loan,Business_Expansion,2609132,60,16.57,731,1,0.155,,0,3,2,160846,1
LN0010972,2023-04-16,48,Female,Undergraduate,TN,Semi_Urban,Business_Owner,21,1467577,Home_Loan,Debt_Consolidation,820463,24,18.33,812,2,0.501,0.859,0,0,0,71958,0
LN0012832,2023-02-21,56,Male,Post_Graduate,MH,Urban,Government,25,2224499,Home_Loan,Vehicle,2776900,180,8.84,811,0,0.255,0.868,0,1,1,48780,0
LN0009771,2022-02-24,61,Female,Undergraduate,WB,Rural,Self_Employed,20,1363582,MSME_Loan,Vehicle,324715,60,9.38,612,2,0.081,,0,0,1,292463,0
LN0013694,2022-08-27,54,Male,Undergraduate,DL,Rural,Salaried,11,2599408,Home_Loan,Medical,833221,36,20.27,596,1,0.051,0.604,0,8,6,463575,1
LN0016674,2022-01-17,35,Female,Post_Graduate,TN,Semi_Urban,Business_Owner,15,1276354,Personal_Loan,Debt_Consolidation,3917312,120,8.18,661,2,0.625,,0,2,0,195629,0
LN0016343,2023-02-12,43,Male,Graduate,MH,Semi_Urban,Government,27,1954044,Gold_Loan,Business_Expansion,1311761,240,18.12,693,4,0.104,,0,3,0,251743,0
LN0006812,2023-03-07,47,Female,Undergraduate,KA,Urban,Business_Owner,6,778957,Education_Loan,Other,2080616,12,7.58,564,1,0.393,,0,7,1,316414,0
LN0004488,2022-05-13,51,Male,No_Formal,UP,Semi_Urban,Salaried,15,595609,Gold_Loan,Vehicle,1068676,36,18.5,774,2,0.386,,0,2,1,215381,0
LN0000810,2023-05-14,26,Male,Graduate,WB,Semi_Urban,Self_Employed,16,273927,MSME_Loan,Business_Expansion,3345106,60,18.09,779,0,0.591,,0,8,1,356755,1
LN0004503,2023-03-18,59,Male,Diploma,AP,Urban,Salaried,9,1401567,Auto_Loan,Home_Purchase,974379,36,9.35,589,4,0.218,,1,0,2,141955,1
LN0000644,2023-12-01,46,Male,Graduate,AP,Semi_Urban,Self_Employed,13,763139,Education_Loan,Business_Expansion,2983769,60,15.48,746,0,0.071,,0,0,1,246035,1
LN0004487,2022-06-25,33,Male,No_Formal,MH,Urban,Self_Employed,6,1783323,Gold_Loan,Education,676462,12,9.84,803,0,0.149,,1,5,2,415463,0
LN0008397,2022-10-02,57,Male,Diploma,MH,Rural,Business_Owner,19,927391,Auto_Loan,Education,2309713,36,14.64,619,4,0.521,,0,1,0,84799,1
LN0010591,2023-01-05,63,Male,Undergraduate,GJ,Rural,Salaried,15,2179460,Auto_Loan,Education,948342,36,19.58,834,4,0.608,,1,7,1,137317,0
LN0002752,2022-04-10,37,Male,Post_Graduate,TN,Semi_Urban,Salaried,8,2977231,Personal_Loan,Home_Purchase,662405,12,15.22,799,4,0.341,,0,2,8,284269,1
LN0007114,2023-11-04,60,Female,Undergraduate,MH,Urban,Salaried,11,1838721,Auto_Loan,Home_Purchase,2556103,60,15.76,788,3,0.393,,0,8,0,360731,0
LN0012562,2022-09-22,54,Male,Post_Graduate,TS,Urban,Salaried,20,1217056,Education_Loan,Vehicle,4532864,24,15.96,787,0,0.262,,0,7,0,217241,0
LN0012381,2022-12-08,29,Male,Diploma,GJ,Urban,Self_Employed,27,656760,Education_Loan,Vehicle,1966360,120,13.74,723,4,0.134,,0,6,0,425326,0
LN0000773,2022-02-01,44,Male,Graduate,KA,Rural,Salaried,29,2265859,Gold_Loan,Education,2049544,60,16.93,590,1,0.414,,0,4,4,100094,1
LN0010865,2022-07-09,38,Female,No_Formal,KA,Urban,Business_Owner,27,1655101,Gold_Loan,Home_Purchase,571252,180,10.13,671,1,0.64,,1,1,2,415305,0
LN0017632,2022-12-26,63,Male,Undergraduate,DL,Rural,Salaried,24,668371,Education_Loan,Debt_Consolidation,941316,48,19.72,745,0,0.344,,0,2,1,20305,0
LN0016463,2023-09-02,63,Male,Undergraduate,DL,Urban,Salaried,5,448838,MSME_Loan,Business_Expansion,3269493,48,16.39,888,4,0.279,,0,3,0,205730,0
LN0010890,2022-05-14,42,Male,Post_Graduate,AP,Semi_Urban,Retired,3,1261327,Home_Loan,Other,3996791,48,17.93,832,4,0.086,0.588,1,4,0,131396,0
LN0014901,2023-07-24,25,Male,Graduate,DL,Semi_Urban,Salaried,27,644673,Auto_Loan,Education,3967627,48,13.46,749,1,0.198,,0,6,4,439517,1
LN0001588,2023-10-02,63,Female,Post_Graduate,TN,Urban,Business_Owner,19,2731499,Auto_Loan,Other,246466,84,20.99,734,1,0.594,,1,1,0,386400,0
LN0002693,2022-05-18,28,Male,Post_Graduate,TS,Urban,Salaried,11,1133017,Home_Loan,Vehicle,771407,24,21.58,710,0,0.128,0.807,0,0,0,20194,0
LN0006969,2022-08-10,47,Male,Post_Graduate,UP,Rural,Salaried,19,629587,Gold_Loan,Debt_Consolidation,4702777,240,21.3,822,4,0.192,,0,5,2,239719,0
LN0003805,2023-08-13,52,Female,Diploma,MH,Semi_Urban,Salaried,18,1102704,Gold_Loan,Other,3855322,120,15.91,749,1,0.287,,0,5,0,136706,0
LN0011069,2023-07-30,32,Male,Undergraduate,WB,Semi_Urban,Self_Employed,17,1356061,Home_Loan,Vehicle,3467209,180,7.79,652,0,0.138,0.863,0,5,1,113562,0
LN0010734,2023-06-26,30,Male,No_Formal,TS,Urban,Salaried,4,418392,Auto_Loan,Medical,4050136,48,17.85,897,1,0.198,,0,3,0,403144,0
LN0001744,2023-10-06,27,Male,Post_Graduate,KA,Urban,Salaried,3,832474,Home_Loan,Other,1433035,120,8.78,596,0,0.386,0.446,1,2,1,46983,1
LN0011076,2022-03-21,44,Male,Post_Graduate,TN,Semi_Urban,Self_Employed,28,2071965,Personal_Loan,Education,3276972,12,12.11,694,4,0.21,,0,6,0,8334,0
LN0008331,2023-05-26,44,Female,Undergraduate,RJ,Rural,Salaried,14,1313620,Home_Loan,Debt_Consolidation,3303254,24,12.69,807,1,0.253,0.917,1,4,0,305226,0
LN0015720,2022-10-10,29,Male,Undergraduate,AP,Semi_Urban,Salaried,11,2217511,Education_Loan,Education,3330285,84,13.35,552,0,0.252,,0,5,1,145732,0
LN0009151,2023-10-19,26,Male,Diploma,UP,Rural,Salaried,10,571700,MSME_Loan,Vehicle,96204,180,9.67,619,3,0.415,,0,0,1,476313,0
LN0006387,2023-03-31,47,Male,No_Formal,DL,Semi_Urban,Self_Employed,3,2752739,Education_Loan,Medical,1244849,180,14.89,617,4,0.212,,0,3,0,202448,0
LN0013786,2022-11-06,26,Male,Diploma,UP,Urban,Self_Employed,13,2922305,Personal_Loan,Vehicle,1312160,48,9.78,730,4,0.062,,0,6,1,106279,0
LN0013064,2023-03-01,21,Male,Diploma,TS,Semi_Urban,Salaried,19,2332123,Auto_Loan,Other,574359,84,18.96,896,3,0.147,,0,8,0,124676,0
LN0004105,2022-11-08,65,Male,No_Formal,GJ,Semi_Urban,Salaried,5,2085040,Personal_Loan,Business_Expansion,3734655,12,18.85,649,3,0.053,,0,1,2,455845,0
LN0006486,2023-10-11,31,Male,Diploma,RJ,Semi_Urban,Business_Owner,7,746968,Home_Loan,Vehicle,4349926,84,14.43,583,0,0.419,0.657,1,6,3,180069,1
LN0002551,2023-09-14,49,Female,No_Formal,GJ,Semi_Urban,Business_Owner,0,2120494,Personal_Loan,Other,1873324,12,11.14,824,0,0.327,,0,7,1,329659,0
LN0015197,2022-01-29,63,Male,Post_Graduate,AP,Semi_Urban,Salaried,10,2407939,Personal_Loan,Vehicle,4944926,24,11.9,561,4,0.388,,0,6,1,471787,0
LN0014941,2023-10-26,52,Female,Undergraduate,MH,Urban,Self_Employed,13,1545142,Home_Loan,Other,318733,180,21.03,641,3,0.499,0.493,1,1,5,452635,1
LN0004697,2023-09-23,42,Female,Undergraduate,MH,Urban,Salaried,15,2321199,Home_Loan,Education,2141395,24,16.74,891,2,0.183,0.938,0,0,0,332466,0
LN0014269,2022-01-13,41,Female,No_Formal,DL,Rural,Government,5,622336,Personal_Loan,Vehicle,3386834,48,9.07,678,2,0.421,,0,6,0,495208,0
LN0016994,2022-07-14,40,Female,Graduate,AP,Rural,Self_Employed,24,1787588,Personal_Loan,Home_Purchase,3212773,240,16.11,790,0,0.098,,0,0,0,366703,0
LN0010273,2022-10-05,54,Male,Graduate,KA,Semi_Urban,Retired,2,1881363,Auto_Loan,Education,2634931,60,20.65,668,4,0.059,,1,6,0,356163,0
LN0011724,2022-03-22,56,Male,Undergraduate,KA,Urban,Self_Employed,16,1556052,Home_Loan,Medical,2830463,240,14.31,878,4,0.154,0.477,1,6,5,148672,1
LN0017917,2022-05-01,44,Male,Post_Graduate,UP,Urban,Salaried,14,565028,Personal_Loan,Business_Expansion,3804684,240,13.24,818,2,0.466,,0,7,0,392595,0
LN0004523,2023-07-14,41,Male,No_Formal,GJ,Rural,Self_Employed,19,1589245,MSME_Loan,Other,3032916,60,9.85,626,0,0.213,,0,7,4,488643,1
LN0015020,2022-09-13,40,Male,No_Formal,TN,Rural,Self_Employed,15,2440790,Gold_Loan,Debt_Consolidation,2898254,180,9.17,645,3,0.112,,0,1,0,498784,0
LN0016016,2022-06-08,60,Male,Graduate,TS,Urban,Self_Employed,16,2151044,Gold_Loan,Debt_Consolidation,4446977,84,11.23,845,4,0.138,,0,3,1,441407,0
